AGS,Altersgruppe,Name,GueltigAb,GueltigBis,Einwohner,männlich,weiblich
09674,A05-A14,LK Haßberge,2021-08-27,2222-12-31,7520,3874,3646
09674,A15-A34,LK Haßberge,2021-08-27,2222-12-31,17916,9396,8520
09674,A35-A59,LK Haßberge,2021-08-27,2222-12-31,29596,14976,14620
09674,A60-A79,LK Haßberge,2021-08-27,2222-12-31,19638,9817,9821
09674,A80+,LK Haßberge,2021-08-27,2222-12-31,5646,2183,3463
09674,unbekannt,LK Haßberge,2020-01-01,2222-12-31,0,0,0
09675,A00+,LK Kitzingen,2020-01-01,2020-10-07,90909,,
09675,A00+,LK Kitzingen,2020-10-08,2021-08-26,91155,,
09675,A00+,LK Kitzingen,2021-08-27,2222-12-31,91696,46040,45656
09675,A00-A04,LK Kitzingen,2021-08-27,2222-12-31,4482,2341,2141
09675,A05-A14,LK Kitzingen,2021-08-27,2222-12-31,8124,4150,3974
09675,A15-A34,LK Kitzingen,2021-08-27,2222-12-31,20426,10781,9645
09675,A35-A59,LK Kitzingen,2021-08-27,2222-12-31,32466,16483,15983
09675,A60-A79,LK Kitzingen,2021-08-27,2222-12-31,19916,9871,10045
09675,A80+,LK Kitzingen,2021-08-27,2222-12-31,6282,2414,3868
09675,unbekannt,LK Kitzingen,2020-01-01,2222-12-31,0,0,0
09676,A00+,LK Miltenberg,2020-01-01,2020-10-07,128756,,
09676,A00+,LK Miltenberg,2020-10-08,2021-08-26,128743,,
09676,A00+,LK Miltenberg,2021-08-27,2222-12-31,128743,64038,64705
09676,A00-A04,LK Miltenberg,2021-08-27,2222-12-31,6005,3031,2974
09676,A05-A14,LK Miltenberg,2021-08-27,2222-12-31,11563,5953,5610
09676,A15-A34,LK Miltenberg,2021-08-27,2222-12-31,27460,14407,13053
09676,A35-A59,LK Miltenberg,2021-08-27,2222-12-31,45700,22815,22885
09676,A60-A79,LK Miltenberg,2021-08-27,2222-12-31,28886,14138,14748
09676,A80+,LK Miltenberg,2021-08-27,2222-12-31,9129,3694,5435
09676,unbekannt,LK Miltenberg,2020-01-01,2222-12-31,0,0,0
09677,A00+,LK Main-Spessart,2020-01-01,2020-10-07,126365,,
09677,A00+,LK Main-Spessart,2020-10-08,2021-08-26,126158,,
09677,A00+,LK Main-Spessart,2021-08-27,2222-12-31,125976,62763,63213
09677,A00-A04,LK Main-Spessart,2021-08-27,2222-12-31,5707,2913,2794
09677,A05-A14,LK Main-Spessart,2021-08-27,2222-12-31,10434,5312,5122
09677,A15-A34,LK Main-Spessart,2021-08-27,2222-12-31,25755,13599,12156
09677,A35-A59,LK Main-Spessart,2021-08-27,2222-12-31,43869,22091,21778
09677,A60-A79,LK Main-Spessart,2021-08-27,2222-12-31,30465,15034,15431
09677,A80+,LK Main-Spessart,2021-08-27,2222-12-31,9746,3814,5932
09677,unbekannt,LK Main-Spessart,2020-01-01,2222-12-31,0,0,0
09678,A00+,LK Schweinfurt,2020-01-01,2020-10-07,115106,,
09678,A00+,LK Schweinfurt,2020-10-08,2021-08-26,115445,,
09678,A00+,LK Schweinfurt,2021-08-27,2222-12-31,115652,58087,57565
09678,A00-A04,LK Schweinfurt,2021-08-27,2222-12-31,5598,2901,2697
09678,A05-A14,LK Schweinfurt,2021-08-27,2222-12-31,10269,5339,4930
09678,A15-A34,LK Schweinfurt,2021-08-27,2222-12-31,24860,13080,11780
09678,A35-A59,LK Schweinfurt,2021-08-27,2222-12-31,39998,20259,19739
09678,A60-A79,LK Schweinfurt,2021-08-27,2222-12-31,26593,13108,13485
09678,A80+,LK Schweinfurt,2021-08-27,2222-12-31,8334,3400,4934
09678,unbekannt,LK Schweinfurt,2020-01-01,2222-12-31,0,0,0
09679,A00+,LK Würzburg,2020-01-01,2020-10-07,161834,,
09679,A00+,LK Würzburg,2020-10-08,2021-08-26,162302,,
09679,A00+,LK Würzburg,2021-08-27,2222-12-31,162697,80908,81789
09679,A00-A04,LK Würzburg,2021-08-27,2222-12-31,8119,4130,3989
09679,A05-A14,LK Würzburg,2021-08-27,2222-12-31,14760,7590,7170
09679,A15-A34,LK Würzburg,2021-08-27,2222-12-31,34600,18040,16560
09679,A35-A59,LK Würzburg,2021-08-27,2222-12-31,56793,28306,28487
09679,A60-A79,LK Würzburg,2021-08-27,2222-12-31,37542,18278,19264
09679,A80+,LK Würzburg,2021-08-27,2222-12-31,10883,4564,6319
09679,unbekannt,LK Würzburg,2020-01-01,2222-12-31,0,0,0
09761,A00+,SK Augsburg,2020-01-01,2020-10-07,295135,,
09761,A00+,SK Augsburg,2020-10-08,2021-08-26,296582,,
09761,A00+,SK Augsburg,2021-08-27,2222-12-31,295830,145786,150044
09761,A00-A04,SK Augsburg,2021-08-27,2222-12-31,14113,7218,6895
09761,A05-A14,SK Augsburg,2021-08-27,2222-12-31,24203,12432,11771
09761,A15-A34,SK Augsburg,2021-08-27,2222-12-31,83431,42897,40534
09761,A35-A59,SK Augsburg,2021-08-27,2222-12-31,98926,50725,48201
09761,A60-A79,SK Augsburg,2021-08-27,2222-12-31,55819,25375,30444
09761,A80+,SK Augsburg,2021-08-27,2222-12-31,19338,7139,12199
09761,unbekannt,SK Augsburg,2020-01-01,2222-12-31,0,0,0
09762,A00+,SK Kaufbeuren,2020-01-01,2020-10-07,43893,,
09762,A00+,SK Kaufbeuren,2020-10-08,2021-08-26,44398,,
09762,A00+,SK Kaufbeuren,2021-08-27,2222-12-31,44662,22005,22657
09762,A00-A04,SK Kaufbeuren,2021-08-27,2222-12-31,2215,1148,1067
09762,A05-A14,SK Kaufbeuren,2021-08-27,2222-12-31,3957,1983,1974
09762,A15-A34,SK Kaufbeuren,2021-08-27,2222-12-31,10331,5427,4904
09762,A35-A59,SK Kaufbeuren,2021-08-27,2222-12-31,14839,7499,7340
09762,A60-A79,SK Kaufbeuren,2021-08-27,2222-12-31,9863,4628,5235
09762,A80+,SK Kaufbeuren,2021-08-27,2222-12-31,3457,1320,2137
09762,unbekannt,SK Kaufbeuren,2020-01-01,2222-12-31,0,0,0
09763,A00+,SK Kempten,2020-01-01,2020-10-07,68907,,
09763,A00+,SK Kempten,2020-10-08,2021-08-26,69151,,
09763,A00+,SK Kempten,2021-08-27,2222-12-31,68940,34140,34800
09763,A00-A04,SK Kempten,2021-08-27,2222-12-31,3425,1743,1682
09763,A05-A14,SK Kempten,2021-08-27,2222-12-31,5651,2983,2668
09763,A15-A34,SK Kempten,2021-08-27,2222-12-31,17894,9480,8414
09763,A35-A59,SK Kempten,2021-08-27,2222-12-31,22160,11206,10954
09763,A60-A79,SK Kempten,2021-08-27,2222-12-31,14648,6689,7959
09763,A80+,SK Kempten,2021-08-27,2222-12-31,5162,2039,3123
09763,unbekannt,SK Kempten,2020-01-01,2222-12-31,0,0,0
09764,A00+,SK Memmingen,2020-01-01,2020-10-07,43837,,
09764,A00+,SK Memmingen,2020-10-08,2021-08-26,44100,,
09764,A00+,SK Memmingen,2021-08-27,2222-12-31,44360,21996,22364
09764,A00-A04,SK Memmingen,2021-08-27,2222-12-31,2235,1147,1088
09764,A05-A14,SK Memmingen,2021-08-27,2222-12-31,3929,1967,1962
09764,A15-A34,SK Memmingen,2021-08-27,2222-12-31,10477,5487,4990
09764,A35-A59,SK Memmingen,2021-08-27,2222-12-31,15011,7722,7289
09764,A60-A79,SK Memmingen,2021-08-27,2222-12-31,9495,4436,5059
09764,A80+,SK Memmingen,2021-08-27,2222-12-31,3213,1237,1976
09764,unbekannt,SK Memmingen,2020-01-01,2222-12-31,0,0,0
09771,A00+,LK Aichach-Friedberg,2020-01-01,2020-10-07,133596,,
09771,A00+,LK Aichach-Friedberg,2020-10-08,2021-08-26,134655,,
09771,A00+,LK Aichach-Friedberg,2021-08-27,2222-12-31,135024,67349,67675
09771,A00-A04,LK Aichach-Friedberg,2021-08-27,2222-12-31,7211,3698,3513
09771,A05-A14,LK Aichach-Friedberg,2021-08-27,2222-12-31,13190,6700,6490
09771,A15-A34,LK Aichach-Friedberg,2021-08-27,2222-12-31,29262,15243,14019
09771,A35-A59,LK Aichach-Friedberg,2021-08-27,2222-12-31,48680,24585,24095
09771,A60-A79,LK Aichach-Friedberg,2021-08-27,2222-12-31,28184,13699,14485
09771,A80+,LK Aichach-Friedberg,2021-08-27,2222-12-31,8497,3424,5073
09771,unbekannt,LK Aichach-Friedberg,2020-01-01,2222-12-31,0,0,0
09772,A00+,LK Augsburg,2020-01-01,2020-10-07,251534,,
09772,A00+,LK Augsburg,2020-10-08,2021-08-26,253468,,
09772,A00+,LK Augsburg,2021-08-27,2222-12-31,255900,126953,128947
09772,A00-A04,LK Augsburg,2021-08-27,2222-12-31,13570,6918,6652
09772,A05-A14,LK Augsburg,2021-08-27,2222-12-31,24710,12728,11982
09772,A15-A34,LK Augsburg,2021-08-27,2222-12-31,55303,28619,26684
09772,A35-A59,LK Augsburg,2021-08-27,2222-12-31,91118,45836,45282
09772,A60-A79,LK Augsburg,2021-08-27,2222-12-31,54739,26349,28390
09772,A80+,LK Augsburg,2021-08-27,2222-12-31,16460,6503,9957
09772,unbekannt,LK Augsburg,2020-01-01,2222-12-31,0,0,0
09773,A00+,LK Dillingen a.d.Donau,2020-01-01,2020-10-07,96021,,
09773,A00+,LK Dillingen a.d.Donau,2020-10-08,2021-08-26,96562,,
09773,A00+,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,97172,48764,48408
09773,A00-A04,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,4893,2529,2364
09773,A05-A14,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,9061,4661,4400
09773,A15-A34,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,22110,11661,10449
09773,A35-A59,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,33918,17280,16638
09773,A60-A79,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,20922,10199,10723
09773,A80+,LK Dillingen a.d.Donau,2021-08-27,2222-12-31,6268,2434,3834
09773,unbekannt,LK Dillingen a.d.Donau,2020-01-01,2222-12-31,0,0,0
09774,A00+,LK Günzburg,2020-01-01,2020-10-07,125747,,
09774,A00+,LK Günzburg,2020-10-08,2021-08-26,127027,,
09774,A00+,LK Günzburg,2021-08-27,2222-12-31,127342,64254,63088
09774,A00-A04,LK Günzburg,2021-08-27,2222-12-31,6398,3277,3121
09774,A05-A14,LK Günzburg,2021-08-27,2222-12-31,11816,6110,5706
09774,A15-A34,LK Günzburg,2021-08-27,2222-12-31,29890,15885,14005
09774,A35-A59,LK Günzburg,2021-08-27,2222-12-31,44899,22871,22028
09774,A60-A79,LK Günzburg,2021-08-27,2222-12-31,26531,13072,13459
09774,A80+,LK Günzburg,2021-08-27,2222-12-31,7808,3039,4769
09774,unbekannt,LK Günzburg,2020-01-01,2222-12-31,0,0,0
09775,A00+,LK Neu-Ulm,2020-01-01,2020-10-07,174200,,
09775,A00+,LK Neu-Ulm,2020-10-08,2021-08-26,175204,,
09775,A00+,LK Neu-Ulm,2021-08-27,2222-12-31,175823,87031,88792
09775,A00-A04,LK Neu-Ulm,2021-08-27,2222-12-31,9091,4662,4429
09775,A05-A14,LK Neu-Ulm,2021-08-27,2222-12-31,16301,8299,8002
09775,A15-A34,LK Neu-Ulm,2021-08-27,2222-12-31,41215,21310,19905
09775,A35-A59,LK Neu-Ulm,2021-08-27,2222-12-31,61284,30856,30428
09775,A60-A79,LK Neu-Ulm,2021-08-27,2222-12-31,36509,17383,19126
09775,A80+,LK Neu-Ulm,2021-08-27,2222-12-31,11423,4521,6902
09775,unbekannt,LK Neu-Ulm,2020-01-01,2222-12-31,0,0,0
09776,A00+,LK Lindau,2020-01-01,2020-10-07,81669,,
09776,A00+,LK Lindau,2020-10-08,2021-08-26,81981,,
09776,A00+,LK Lindau,2021-08-27,2222-12-31,82085,40472,41613
09776,A00-A04,LK Lindau,2021-08-27,2222-12-31,3857,1986,1871
09776,A05-A14,LK Lindau,2021-08-27,2222-12-31,7187,3662,3525
09776,A15-A34,LK Lindau,2021-08-27,2222-12-31,17744,9313,8431
09776,A35-A59,LK Lindau,2021-08-27,2222-12-31,28803,14262,14541
09776,A60-A79,LK Lindau,2021-08-27,2222-12-31,18205,8692,9513
09776,A80+,LK Lindau,2021-08-27,2222-12-31,6289,2557,3732
09776,unbekannt,LK Lindau,2020-01-01,2222-12-31,0,0,0
09777,A00+,LK Ostallgäu,2020-01-01,2020-10-07,140316,,
09777,A00+,LK Ostallgäu,2020-10-08,2021-08-26,141182,,
09777,A00+,LK Ostallgäu,2021-08-27,2222-12-31,141907,70780,71127
09777,A00-A04,LK Ostallgäu,2021-08-27,2222-12-31,7450,3852,3598
09777,A05-A14,LK Ostallgäu,2021-08-27,2222-12-31,13261,6725,6536
09777,A15-A34,LK Ostallgäu,2021-08-27,2222-12-31,31541,16519,15022
09777,A35-A59,LK Ostallgäu,2021-08-27,2222-12-31,49191,24594,24597
09777,A60-A79,LK Ostallgäu,2021-08-27,2222-12-31,31136,15229,15907
09777,A80+,LK Ostallgäu,2021-08-27,2222-12-31,9328,3861,5467
09777,unbekannt,LK Ostallgäu,2020-01-01,2222-12-31,0,0,0
09778,A00+,LK Unterallgäu,2020-01-01,2020-10-07,144041,,
09778,A00+,LK Unterallgäu,2020-10-08,2021-08-26,145341,,
09778,A00+,LK Unterallgäu,2021-08-27,2222-12-31,146164,73644,72520
09778,A00-A04,LK Unterallgäu,2021-08-27,2222-12-31,7594,3840,3754
09778,A05-A14,LK Unterallgäu,2021-08-27,2222-12-31,13491,6961,6530
09778,A15-A34,LK Unterallgäu,2021-08-27,2222-12-31,33057,17586,15471
09778,A35-A59,LK Unterallgäu,2021-08-27,2222-12-31,50758,26187,24571
09778,A60-A79,LK Unterallgäu,2021-08-27,2222-12-31,31180,15072,16108
09778,A80+,LK Unterallgäu,2021-08-27,2222-12-31,10084,3998,6086
09778,unbekannt,LK Unterallgäu,2020-01-01,2222-12-31,0,0,0
09779,A00+,LK Donau-Ries,2020-01-01,2020-10-07,133496,,
09779,A00+,LK Donau-Ries,2020-10-08,2021-08-26,133783,,
09779,A00+,LK Donau-Ries,2021-08-27,2222-12-31,134324,68098,66226
09779,A00-A04,LK Donau-Ries,2021-08-27,2222-12-31,6631,3407,3224
09779,A05-A14,LK Donau-Ries,2021-08-27,2222-12-31,12458,6378,6080
09779,A15-A34,LK Donau-Ries,2021-08-27,2222-12-31,30913,16472,14441
09779,A35-A59,LK Donau-Ries,2021-08-27,2222-12-31,47469,24599,22870
09779,A60-A79,LK Donau-Ries,2021-08-27,2222-12-31,28180,13825,14355
09779,A80+,LK Donau-Ries,2021-08-27,2222-12-31,8673,3417,5256
09779,unbekannt,LK Donau-Ries,2020-01-01,2222-12-31,0,0,0
09780,A00+,LK Oberallgäu,2020-01-01,2020-10-07,155362,,
09780,A00+,LK Oberallgäu,2020-10-08,2021-08-26,156008,,
09780,A00+,LK Oberallgäu,2021-08-27,2222-12-31,156308,76957,79351
09780,A00-A04,LK Oberallgäu,2021-08-27,2222-12-31,7753,3957,3796
09780,A05-A14,LK Oberallgäu,2021-08-27,2222-12-31,13684,7038,6646
09780,A15-A34,LK Oberallgäu,2021-08-27,2222-12-31,33275,17304,15971
09780,A35-A59,LK Oberallgäu,2021-08-27,2222-12-31,54319,26780,27539
09780,A60-A79,LK Oberallgäu,2021-08-27,2222-12-31,35794,17111,18683
09780,A80+,LK Oberallgäu,2021-08-27,2222-12-31,11483,4767,6716
09780,unbekannt,LK Oberallgäu,2020-01-01,2222-12-31,0,0,0
10,A00+,Saarland,2020-01-01,2020-10-07,990509,,
10,A00+,Saarland,2020-10-08,2021-08-25,986887,,
10,A00+,Saarland,2021-08-26,2222-12-31,983991,483001,500990
10,A00-A04,Saarland,2021-08-26,2222-12-31,41392,21181,20211
10,A05-A14,Saarland,2021-08-26,2222-12-31,79908,41361,38547
10,A15-A34,Saarland,2021-08-26,2222-12-31,211677,110586,101091
10,A35-A59,Saarland,2021-08-26,2222-12-31,329888,164345,165543
10,A60-A79,Saarland,2021-08-26,2222-12-31,243038,116215,126823
10,A80+,Saarland,2021-08-26,2222-12-31,78088,29313,48775
10,unbekannt,Saarland,2020-01-01,2222-12-31,0,0,0
10041,A00+,LK Stadtverband Saarbrücken,2020-01-01,2020-10-07,329708,,
10041,A00+,LK Stadtverband Saarbrücken,2020-10-08,2021-08-26,328714,,
10041,A00+,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,327502,161076,166426
10041,A00-A04,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,14539,7491,7048
10041,A05-A14,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,26554,13871,12683
10041,A15-A34,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,77765,40567,37198
10041,A35-A59,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,106758,53504,53254
10041,A60-A79,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,77228,36510,40718
10041,A80+,LK Stadtverband Saarbrücken,2021-08-27,2222-12-31,24658,9133,15525
10041,unbekannt,LK Stadtverband Saarbrücken,2020-01-01,2222-12-31,0,0,0
10042,A00+,LK Merzig-Wadern,2020-01-01,2020-10-07,103366,,
10042,A00+,LK Merzig-Wadern,2020-10-08,2021-08-26,103243,,
10042,A00+,LK Merzig-Wadern,2021-08-27,2222-12-31,103471,51096,52375
10042,A00-A04,LK Merzig-Wadern,2021-08-27,2222-12-31,4109,2097,2012
10042,A05-A14,LK Merzig-Wadern,2021-08-27,2222-12-31,8572,4473,4099
10042,A15-A34,LK Merzig-Wadern,2021-08-27,2222-12-31,21416,11190,10226
10042,A35-A59,LK Merzig-Wadern,2021-08-27,2222-12-31,36320,18144,18176
10042,A60-A79,LK Merzig-Wadern,2021-08-27,2222-12-31,25278,12315,12963
10042,A80+,LK Merzig-Wadern,2021-08-27,2222-12-31,7776,2877,4899
10042,unbekannt,LK Merzig-Wadern,2020-01-01,2222-12-31,0,0,0
10043,A00+,LK Neunkirchen,2020-01-01,2020-10-07,132206,,
10043,A00+,LK Neunkirchen,2020-10-08,2021-08-26,131408,,
10043,A00+,LK Neunkirchen,2021-08-27,2222-12-31,131172,64441,66731
10043,A00-A04,LK Neunkirchen,2021-08-27,2222-12-31,5582,2879,2703
10043,A05-A14,LK Neunkirchen,2021-08-27,2222-12-31,10538,5426,5112
10043,A15-A34,LK Neunkirchen,2021-08-27,2222-12-31,26798,14089,12709
10043,A35-A59,LK Neunkirchen,2021-08-27,2222-12-31,44469,22183,22286
10043,A60-A79,LK Neunkirchen,2021-08-27,2222-12-31,32977,15806,17171
10043,A80+,LK Neunkirchen,2021-08-27,2222-12-31,10808,4058,6750
10043,unbekannt,LK Neunkirchen,2020-01-01,2222-12-31,0,0,0
10044,A00+,LK Saarlouis,2020-01-01,2020-10-07,195201,,
10044,A00+,LK Saarlouis,2020-10-08,2021-08-26,194319,,
10044,A00+,LK Saarlouis,2021-08-27,2222-12-31,193732,94934,98798
10044,A00-A04,LK Saarlouis,2021-08-27,2222-12-31,8279,4194,4085
10044,A05-A14,LK Saarlouis,2021-08-27,2222-12-31,16035,8310,7725
10044,A15-A34,LK Saarlouis,2021-08-27,2222-12-31,39846,20974,18872
10044,A35-A59,LK Saarlouis,2021-08-27,2222-12-31,65323,32361,32962
10044,A60-A79,LK Saarlouis,2021-08-27,2222-12-31,48771,23307,25464
10044,A80+,LK Saarlouis,2021-08-27,2222-12-31,15478,5788,9690
10044,unbekannt,LK Saarlouis,2020-01-01,2222-12-31,0,0,0
10045,A00+,LK Saarpfalz-Kreis,2020-01-01,2020-10-07,142631,,
10045,A00+,LK Saarpfalz-Kreis,2020-10-08,2021-08-26,142196,,
10045,A00+,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,141656,68857,72799
10045,A00-A04,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,5655,2887,2768
10045,A05-A14,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,11508,5928,5580
10045,A15-A34,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,29005,14959,14046
10045,A35-A59,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,47232,23330,23902
10045,A60-A79,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,36016,17084,18932
10045,A80+,LK Saarpfalz-Kreis,2021-08-27,2222-12-31,12240,4669,7571
10045,unbekannt,LK Saarpfalz-Kreis,2020-01-01,2222-12-31,0,0,0
10046,A00+,LK Sankt Wendel,2020-01-01,2020-10-07,87397,,
10046,A00+,LK Sankt Wendel,2020-10-08,2021-08-26,87007,,
10046,A00+,LK Sankt Wendel,2021-08-27,2222-12-31,86458,42597,43861
10046,A00-A04,LK Sankt Wendel,2021-08-27,2222-12-31,3228,1633,1595
10046,A05-A14,LK Sankt Wendel,2021-08-27,2222-12-31,6701,3353,3348
10046,A15-A34,LK Sankt Wendel,2021-08-27,2222-12-31,16847,8807,8040
10046,A35-A59,LK Sankt Wendel,2021-08-27,2222-12-31,29786,14823,14963
10046,A60-A79,LK Sankt Wendel,2021-08-27,2222-12-31,22768,11193,11575
10046,A80+,LK Sankt Wendel,2021-08-27,2222-12-31,7128,2788,4340
10046,unbekannt,LK Sankt Wendel,2020-01-01,2222-12-31,0,0,0
11,A00+,Berlin,2020-01-01,2020-10-07,3748148,,
11,A00+,Berlin,2020-10-08,2021-08-25,3669491,,
11,A00+,Berlin,2021-08-26,2021-08-26,3657463,,
11,A00+,Berlin,2021-08-27,2222-12-31,3664088,1802038,1862050
11,A00-A04,Berlin,2021-08-27,2222-12-31,191322,98150,93172
11,A05-A14,Berlin,2021-08-27,2222-12-31,331752,170548,161204
11,A15-A34,Berlin,2021-08-27,2222-12-31,948669,477933,470735
11,A35-A59,Berlin,2021-08-27,2222-12-31,1276495,648119,628376
11,A60-A79,Berlin,2021-08-27,2222-12-31,694608,323101,371508
11,A80+,Berlin,2021-08-27,2222-12-31,221242,84187,137055
11,unbekannt,Berlin,2020-01-01,2222-12-31,0,0,0
11001,A00+,SK Berlin Mitte,2020-01-01,2020-10-07,383457,,
11001,A00+,SK Berlin Mitte,2020-10-08,2021-08-26,375238,,
11001,A00+,SK Berlin Mitte,2021-08-27,2222-12-31,374581,192833,181748
11001,A00-A04,SK Berlin Mitte,2021-08-27,2222-12-31,19636,10221,9415
11001,A05-A14,SK Berlin Mitte,2021-08-27,2222-12-31,31114,15887,15227
11001,A15-A34,SK Berlin Mitte,2021-08-27,2222-12-31,130191,66746,63445
11001,A35-A59,SK Berlin Mitte,2021-08-27,2222-12-31,128448,69556,58892
11001,A60-A79,SK Berlin Mitte,2021-08-27,2222-12-31,51470,25320,26150
11001,A80+,SK Berlin Mitte,2021-08-27,2222-12-31,13722,5103,8619
11001,unbekannt,SK Berlin Mitte,2020-01-01,2222-12-31,0,0,0
11002,A00+,SK Berlin Friedrichshain-Kreuzberg,2020-01-01,2020-10-07,289120,,
11002,A00+,SK Berlin Friedrichshain-Kreuzberg,2020-10-08,2021-08-26,282059,,
11002,A00+,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,279210,143483,135727
11002,A00-A04,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,15768,8098,7670
11002,A05-A14,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,23724,12268,11456
11002,A15-A34,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,89249,44893,44356
11002,A35-A59,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,109795,58869,50926
11002,A60-A79,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,32589,16309,16280
11002,A80+,SK Berlin Friedrichshain-Kreuzberg,2021-08-27,2222-12-31,8085,3046,5039
11002,unbekannt,SK Berlin Friedrichshain-Kreuzberg,2020-01-01,2222-12-31,0,0,0
11003,A00+,SK Berlin Pankow,2020-01-01,2020-10-07,407039,,
11003,A00+,SK Berlin Pankow,2020-10-08,2021-08-26,398036,,
11003,A00+,SK Berlin Pankow,2021-08-27,2222-12-31,404187,198099,206088
11003,A00-A04,SK Berlin Pankow,2021-08-27,2222-12-31,22900,11503,11397
11003,A05-A14,SK Berlin Pankow,2021-08-27,2222-12-31,41531,21582,19949
11003,A15-A34,SK Berlin Pankow,2021-08-27,2222-12-31,98936,48517,50419
11003,A35-A59,SK Berlin Pankow,2021-08-27,2222-12-31,161978,81681,80297
11003,A60-A79,SK Berlin Pankow,2021-08-27,2222-12-31,57904,27128,30776
11003,A80+,SK Berlin Pankow,2021-08-27,2222-12-31,20938,7688,13250
11003,unbekannt,SK Berlin Pankow,2020-01-01,2222-12-31,0,0,0
11004,A00+,SK Berlin Charlottenburg-Wilmersdorf,2020-01-01,2020-10-07,341327,,
11004,A00+,SK Berlin Charlottenburg-Wilmersdorf,2020-10-08,2021-08-26,334401,,
11004,A00+,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,316223,151017,165206
11004,A00-A04,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,13673,6999,6674
11004,A05-A14,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,24031,12366,11665
11004,A15-A34,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,78103,38700,39403
11004,A35-A59,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,105859,51674,54185
11004,A60-A79,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,73193,33127,40066
11004,A80+,SK Berlin Charlottenburg-Wilmersdorf,2021-08-27,2222-12-31,21364,8151,13213
11004,unbekannt,SK Berlin Charlottenburg-Wilmersdorf,2020-01-01,2222-12-31,0,0,0
11005,A00+,SK Berlin Spandau,2020-01-01,2020-10-07,243080,,
11005,A00+,SK Berlin Spandau,2020-10-08,2021-08-26,239019,,
11005,A00+,SK Berlin Spandau,2021-08-27,2222-12-31,239374,116422,122952
11005,A00-A04,SK Berlin Spandau,2021-08-27,2222-12-31,12824,6617,6207
11005,A05-A14,SK Berlin Spandau,2021-08-27,2222-12-31,24326,12401,11925
11005,A15-A34,SK Berlin Spandau,2021-08-27,2222-12-31,56968,29326,27642
11005,A35-A59,SK Berlin Spandau,2021-08-27,2222-12-31,78612,38766,39846
11005,A60-A79,SK Berlin Spandau,2021-08-27,2222-12-31,49822,22900,26922
11005,A80+,SK Berlin Spandau,2021-08-27,2222-12-31,16822,6412,10410
11005,unbekannt,SK Berlin Spandau,2020-01-01,2222-12-31,0,0,0
11006,A00+,SK Berlin Steglitz-Zehlendorf,2020-01-01,2020-10-07,308077,,
11006,A00+,SK Berlin Steglitz-Zehlendorf,2020-10-08,2021-08-26,302177,,
11006,A00+,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,291915,135986,155929
11006,A00-A04,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,12999,6497,6502
11006,A05-A14,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,26765,13749,13016
11006,A15-A34,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,60718,30493,30225
11006,A35-A59,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,95754,44170,51584
11006,A60-A79,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,70568,31393,39175
11006,A80+,SK Berlin Steglitz-Zehlendorf,2021-08-27,2222-12-31,25111,9684,15427
11006,unbekannt,SK Berlin Steglitz-Zehlendorf,2020-01-01,2222-12-31,0,0,0
11007,A00+,SK Berlin Tempelhof-Schöneberg,2020-01-01,2020-10-07,351429,,
11007,A00+,SK Berlin Tempelhof-Schöneberg,2020-10-08,2021-08-26,341772,,
