Datenstand,IdLandkreis,Landkreis,incidence_7d
2023-11-08,16065,LK Kyffhäuserkreis,16.446466750726387
2023-11-08,16066,LK Schmalkalden-Meiningen,28.362127645781335
2023-11-08,16067,LK Gotha,21.670091537455633
2023-11-08,16068,LK Sömmerda,32.01536737634064
2023-11-08,16069,LK Hildburghausen,22.548277472660214
2023-11-08,16070,LK Ilm-Kreis,49.3513149278237
2023-11-08,16071,LK Weimarer Land,51.15525620257482
2023-11-08,16072,LK Sonneberg,31.856151776865357
2023-11-08,16073,LK Saalfeld-Rudolstadt,46.54894076399687
2023-11-08,16074,LK Saale-Holzland-Kreis,79.98739592549053
2023-11-08,16075,LK Saale-Orla-Kreis,26.57218777679362
2023-11-08,16076,LK Greiz,37.46019853905226
2023-11-08,16077,LK Altenburger Land,44.41559328982883
